Id,SalePrice
1461,115815.4441
1462,148792.3848
1463,170460.9749
1464,197415.2119
1465,200562.5393
1466,171070.2829
1467,187368.423
1468,171018.2418
1469,186071.2457
1470,125056.9947
1471,175896.1133
1472,99455.90336
1473,94582.7721
1474,143499.5329
1475,116311.1511
1476,338998.0607
1477,247261.5556
1478,303868.9904
1479,292148.1333
1480,447286.63
1481,345748.1348
1482,223892.1089
1483,171552.3206
1484,168954.9704
1485,194718.885
1486,196770.2228
1487,336562.9188
1488,239125.5818
1489,194892.0154
1490,235374.0353
1491,194776.1774
1492,91534.20625
1493,199272.7765
1494,302736.6295
1495,290449.359
1496,240614.2623
1497,182803.4906
1498,176401.6807
1499,167056.5576
1500,164684.2899
1501,174731.9105
1502,154572.3205
1503,263342.2508
1504,251424.979
1505,237383.2442
1506,184544.7972
1507,236243.9776
1508,195254.4933
1509,150727.9594
1510,148143.7125
1511,150753.7289
1512,171952.2331
1513,142961.0437
1514,145367.0034
1515,186310.9593
1516,159276.9755
1517,167795.4011
1518,138103.4596
1519,197716.3927
1520,130021.7125
1521,123752.5104
1522,168210.4697
1523,111198.459
1524,117157.0408
1525,118066.0954
1526,110521.3732
1527,115172.0722
1528,139254.0608
1529,150466.2272
1530,192631.3603
1531,115404.6672
1532,100830.4231
1533,149279.9506
1534,119288.6729
1535,141816.0757
1536,109502.9951
1537,63120.74489
1538,146366.7731
1539,197899.703
1540,90970.65827
1541,125968.7655
1542,133144.6089
1543,176954.8746
1544,96521.88331
1545,120787.0805
1546,140027.6604
1547,129171.2152
1548,129612.2608
1549,124949.5306
1550,136879.6268
1551,102428.8072
1552,136771.9285
1553,137788.3053
1554,127905.2092
1555,167642.6921
1556,100247.4168
1557,96677.37567
1558,98536.60761
1559,68033.72801
1560,160622.0113
1561,119809.199
1562,136303.2165
1563,118247.129
1564,152865.8241
1565,140511.9989
1566,229497.4131
1567,80412.94275
1568,254456.5129
1569,119992.2727
1570,141077.499
1571,106856.7832
1572,136922.9696
1573,185764.6704
1574,127390.3803
1575,217600.262
1576,264341.646
1577,177762.4932
1578,159527.8236
1579,142461.9029
1580,184939.5058
1581,160568.7925
1582,133510.7135
1583,286023.925
1584,220446.9292
1585,144999.5348
1586,69194.0616
1587,104831.8947
1588,149742.4849
1589,90003.20536
1590,130380.7668
1591,91283.0314
1592,114582.134
1593,121193.4786
1594,126385.3052
1595,113783.1086
1596,213796.6344
1597,194895.1386
1598,213650.6187
1599,166469.3419
1600,159176.5185
1601,69369.30242
1602,104993.8617
1603,80171.52634
1604,263965.9456
1605,228826.0896
1606,173481.2659
1607,175631.8672
1608,222478.1209
1609,178161.9513
1610,154264.5731
1611,140811.2481
1612,167993.1992
1613,167176.8223
1614,115666.9106
1615,83194.57709
1616,74184.94148
1617,88564.89629
1618,126487.0607
1619,150778.3636
1620,175628.52
1621,128965.2416
1622,143596.0216
1623,261388.8357
1624,210560.1637
1625,111165.4846
1626,175713.2467
1627,182582.4372
1628,266567.8904
1629,178381.8135
1630,347767.6823
1631,235912.9718
1632,236233.7339
1633,176427.9308
1634,186332.3645
1635,179008.8194
1636,165201.0531
1637,202363.7138
1638,189124.9424
1639,182571.8369
1640,237548.9009
1641,174078.8173
1642,254262.2078
1643,230153.6543
1644,237050.3148
1645,209875.4394
1646,164692.5838
1647,151937.188
1648,129396.4078
1649,143592.8191
1650,118651.8313
1651,119635.225
1652,100752.7391
1653,105228.7087
1654,140877.3201
1655,140256.9744
1656,138298.8131
1657,147304.9546
1658,147983.3774
1659,124739.946
1660,163223.4657
1661,419745.9523
1662,382862.9161
1663,368559.9143
1664,506715.3625
1665,306171.1498
1666,323477.9023
1667,382852.4456
1668,340092.1641
1669,326883.6548
1670,331415.3874
1671,276105.7975
1672,410234.2441
1673,309847.0161
1674,265992.4809
1675,214275.893
1676,214864.8055
1677,222858.3571
1678,442069.7372
1679,378511.8843
1680,302856.7646
1681,247695.1753
1682,320841.3371
1683,209077.2624
1684,191525.5872
1685,184537.3785
1686,177152.906
1687,177640.2065
1688,191731.4938
1689,200439.7926
1690,201519.5413
1691,192788.6261
1692,249828.1985
1693,175933.9984
1694,185556.5392
1695,169917.5278
1696,269367.7666
1697,177406.6538
1698,333222.8282
1699,332890.4293
1700,267988.7864
1701,271930.2248
1702,239603.0607
1703,254475.4362
1704,278578.7341
1705,244346.0281
1706,389392.9963
1707,208191.6696
1708,207232.5272
1709,265361.6035
1710,222391.0204
1711,284618.4709
1712,257682.0732
1713,267514.5865
1714,215377.9977
1715,212415.9099
1716,176018.0542
1717,176885.636
1718,133412.7451
1719,198252.0263
1720,227775.6591
1721,163751.8835
1722,127358.8325
1723,159920.0769
1724,197711.7748
1725,235959.9933
1726,190275.634
1727,152786.24
1728,191178.9637
1729,171949.5787
1730,146141.3178
1731,126523.8074
1732,134741.9105
1733,108125.6764
1734,116246.4895
1735,139457.6248
1736,121684.0644
1737,301723.5007
1738,271715.6171
1739,244314.7121
1740,221630.6674
1741,194558.2263
1742,176072.1506
1743,180309.0343
1744,317855.1597
1745,195420.651
1746,203330.7361
1747,210821.7018
1748,237589.0436
1749,156579.1347
1750,128564.4281
1751,235231.1929
1752,122607.2836
1753,145184.0958
1754,189533.9175
1755,162290.8753
1756,133877.887
1757,122778.4608
1758,150172.1743
1759,166885.8159
1760,164288.7681
1761,142912.0872
1762,180873.7182
1763,176695.322
1764,117992.2488
1765,166109.9333
1766,190530.3414
1767,215474.4793
1768,139692.2557
1769,169290.7779
1770,161703.2213
1771,124524.1232
1772,133347.0244
1773,127627.0928
1774,148072.791
1775,149266.9782
1776,126195.8102
1777,101478.5295
1778,144760.7537
1779,112037.7968
1780,175444.1457
1781,121944.5013
1782,94447.89318
1783,148259.5353
1784,113727.125
1785,110816.7773
1786,131067.4629
1787,187230.4848
1788,69723.39589
1789,98258.76399
1790,84795.5825
1791,204472.0468
1792,141660.2726
1793,130842.9877
1794,165131.321
1795,130290.8517
1796,137274.2194
1797,115253.3853
1798,125516.4611
1799,123781.4865
1800,135861.258
1801,134713.0305
1802,132213.0017
1803,144116.9102
1804,148326.6394
1805,137118.586
1806,128555.2701
1807,135826.7997
1808,127934.5177
1809,121702.9374
1810,126782.7124
1811,91534.07257
1812,91205.92638
1813,111125.8607
1814,92791.16505
1815,54750.44711
