Id,SalePrice
1461,118755.4602
1462,159471.5705
1463,178055.8011
1464,189392.8488
1465,194923.059
1466,172168.2428
1467,180979.1216
1468,168565.9625
1469,187502.5936
1470,125983.8397
1471,184448.5604
1472,99169.19131
1473,98617.57068
1474,147584.3676
1475,118063.2234
1476,348581.9635
1477,246602.7516
1478,290334.9587
1479,291159.0559
1480,451571.9281
1481,344254.7614
1482,210803.7187
1483,182354.683
1484,167300.8605
1485,181936.8259
1486,196565.9703
1487,336902.1051
1488,238214.6431
1489,190867.5629
1490,231038.5653
1491,189455.5956
1492,96084.42059
1493,191018.1723
1494,300315.2553
1495,294602.4333
1496,236367.0251
1497,180427.0883
1498,166414.9259
1499,159574.2246
1500,159838.8938
1501,174457.0894
1502,144609.8657
1503,258615.4491
1504,241774.644
1505,229886.5092
1506,187259.8487
1507,247063.8546
1508,194155.4463
1509,152832.6062
1510,150519.8891
1511,152738.372
1512,175058.2721
1513,145199.4954
1514,152808.9978
1515,192988.318
1516,155953.6908
1517,157359.4351
1518,137091.3612
1519,205297.753
1520,132721.229
1521,131416.3979
1522,165886.4402
1523,112626.7415
1524,120993.24
1525,119976.9962
1526,116637.5719
1527,110021.3641
1528,133225.2049
1529,154724.2052
1530,186025.3158
1531,119346.7129
1532,102810.5429
1533,155432.3839
1534,120721.7304
1535,152614.7649
1536,117482.6316
1537,67966.42429
1538,146845.1948
1539,193031.9113
1540,102122.7861
1541,133627.7739
1542,142993.7374
1543,194882.5048
1544,90672.1315
1545,118373.554
1546,134680.7093
1547,130299.4711
1548,130940.5028
1549,117981.7934
1550,140547.3523
1551,110783.8562
1552,141282.4492
1553,138440.2134
1554,124076.5389
1555,169990.0283
1556,100146.9048
1557,116121.332
1558,94619.86021
1559,90359.6411
1560,154963.4154
1561,143610.7026
1562,131516.3592
1563,120816.165
1564,154786.6681
1565,146338.8484
1566,228871.7501
1567,79712.85738
1568,238765.591
1569,133505.896
1570,133617.9982
1571,113560.5959
1572,143137.2726
1573,208649.4438
1574,125353.1545
1575,219473.6441
1576,247358.4911
1577,176501.6919
1578,151039.3489
1579,142657.3108
1580,184072.6018
1581,153650.682
1582,130397.9663
1583,307802.7018
1584,222110.9694
1585,141620.2345
1586,71424.8938
1587,103121.3892
1588,149882.4197
1589,94268.87101
1590,130384.4215
1591,98789.12679
1592,118561.6309
1593,119035.48
1594,136669.5871
1595,119664.2268
1596,231437.6073
1597,184382.0445
1598,197592.2879
1599,157773.9871
1600,156364.5239
1601,72866.11616
1602,109620.441
1603,90832.00725
1604,266607.7145
1605,229940.9575
1606,170805.6321
1607,168747.7865
1608,214366.6833
1609,175664.4368
1610,154928.8025
1611,142559.7841
1612,177315.6334
1613,167404.3291
1614,119270.6831
1615,89754.32205
1616,80530.43746
1617,93814.38092
1618,124656.7073
1619,142590.0988
1620,168611.0213
1621,131908.1622
1622,142146.3124
1623,268005.6314
1624,213987.2681
1625,115001.5023
1626,168239.407
1627,184185.6885
1628,267115.5719
1629,173051.5857
1630,337433.506
1631,222353.2823
1632,239831.3503
1633,169661.8512
1634,185628.834
1635,176517.4146
1636,162217.9607
1637,201345.9452
1638,193499.6989
1639,180687.1074
1640,251475.8727
1641,172115.1834
1642,243159.3208
1643,229931.5582
1644,232176.5835
