Id,SalePrice
1461,124335.5942
1462,170243.2991
1463,191422.6472
1464,190810.6085
1465,190760.2091
1466,174078.3462
1467,181542.889
1468,167335.4463
1469,187948.7716
1470,122955.8529
1471,189896.7609
1472,94087.2413
1473,97505.98026
1474,147418.0459
1475,118099.7694
1476,373896.6335
1477,242796.1992
1478,281041.866
1479,248370.0705
1480,511746.7026
1481,369661.8587
1482,194620.4061
1483,179650.2673
1484,169029.6461
1485,182716.0019
1486,198860.9771
1487,323285.0715
1488,226309.8633
1489,201347.3237
1490,225683.3263
1491,189206.3992
1492,90262.69631
1493,191227.5955
1494,304769.1242
1495,291616.4623
1496,227450.7795
1497,179759.6078
1498,163622.7319
1499,155164.1762
1500,152877.2097
1501,180902.7364
1502,156311.8107
1503,265598.8267
1504,244532.975
1505,220503.949
1506,181387.3093
1507,253703.8692
1508,196634.1679
1509,156695.9897
1510,151415.9362
1511,151928.5609
1512,179669.1144
1513,134184.1902
1514,148367.2514
1515,186672.0854
1516,147021.9779
1517,163191.6863
1518,133917.8974
1519,202815.4569
1520,135169.1745
1521,138988.5554
1522,162109.6029
1523,101535.4174
1524,124875.5711
1525,118672.1797
1526,120352.3832
1527,97124.63633
1528,124758.203
1529,169567.2928
1530,169964.4366
1531,95771.72247
1532,103232.3772
1533,155684.1456
1534,127973.8936
1535,156144.0474
1536,121117.6135
1537,73811.33697
1538,151886.8382
1539,179196.3091
1540,84880.93133
1541,139010.2953
1542,147491.8735
1543,204130.3139
1544,86044.54048
1545,101159.4398
1546,118573.7586
1547,125120.6617
1548,128936.6519
1549,109064.968
1550,144540.1164
1551,119083.1476
1552,128494.9872
1553,143851.9873
1554,118293.0857
1555,170431.8995
1556,93012.73296
1557,115806.7878
1558,82647.90706
1559,80303.81642
1560,139340.6553
1561,140460.5736
1562,130603.5309
1563,124259.7289
1564,160550.2822
1565,153042.1929
1566,247363.312
1567,78272.82663
1568,236726.6658
1569,135493.8949
1570,136992.25
1571,108984.596
1572,152659.4014
1573,228268.4932
1574,109488.7037
1575,217700.4763
1576,265143.0343
1577,179933.8672
1578,147605.7107
1579,143475.0779
1580,185321.5172
1581,152230.9578
1582,126439.1738
1583,335580.3164
1584,219871.4675
1585,142012.4983
1586,68494.52449
1587,95040.46881
1588,155821.097
1589,93038.46064
1590,126000.296
1591,100099.6769
1592,115224.4606
1593,111423.8427
1594,132966.1223
1595,119171.6488
1596,239645.532
1597,191752.0767
1598,194661.2434
1599,151389.9462
1600,156651.4638
1601,59449.17391
1602,107605.0274
1603,98463.32122
1604,263952.2168
1605,241177.7677
1606,176312.3332
1607,155990.4473
1608,208065.1275
1609,176446.0588
1610,152123.5635
1611,138457.1214
1612,180819.7722
1613,165083.848
1614,127313.7498
1615,87584.36176
1616,72409.86376
1617,95329.13404
1618,124333.4598
1619,145807.6051
1620,143275.0374
1621,127199.7914
1622,144662.298
1623,300308.058
1624,213403.4591
1625,120753.3919
1626,159374.8728
1627,186635.95
1628,285919.3675
1629,171929.7155
1630,339180.0303
1631,208471.9018
1632,240991.3058
1633,171270.3683
1634,188459.4073
1635,177443.8622
1636,163841.6502
1637,202958.6382
1638,193880.8816
1639,180090.2612
1640,276644.347
1641,162992.2884
1642,239016.9482
1643,233386.6264
1644,244313.8607
1645,206996.5768
1646,160169.7894
1647,150853.0971
1648,139306.1093
1649,142743.14
1650,122675.2191
1651,114905.901
1652,99940.47675
1653,106207.668
1654,147901.7603
1655,145224.6123
1656,150081.8027
1657,148025.7953
1658,153396.8297
1659,116272.0178
1660,150751.5628
1661,469386.2238
1662,392592.5154
1663,374749.1064
1664,239746.5697
1665,303550.8337
1666,316767.7303
1667,341498.7705
1668,323548.1658
1669,292220.5797
1670,337580.387
1671,270016.4018
1672,487610.358
1673,294450.9902
1674,232427.5244
1675,199580.8555
1676,196239.0752
1677,219729.9752
1678,515352.7848
1679,430256.7709
1680,341657.087
1681,243823.4313
1682,295619.79
1683,183623.66
1684,178574.4785
1685,171431.3299
1686,167547.5075
1687,172124.6163
1688,187124.2801
1689,190990.1164
1690,186437.0633
1691,176486.2804
1692,247271.0908
1693,174132.3091
